out 7.61127 100 5 0.529414 0.0241898 0.174861 0.285304 2.20109 0 1.9353 0 3.50244 3.66858 0 0 0 0 0 0 0 0
out2x 4.6636 19 7 0.626973 0 0.291631 0.00178605 3.78491 0 3.7 0 4.12246 5.9 0 0 0 0 0 0 0 0
out2y 13.6469 0 7 0.63 0.008 0.32 0.03 4.9 0 3.7 0 4 5.9 0 0 0 0 0 0 0 0
out2xy 9.79709 100 5 0.569287 0.0162099 0.28459 0.128607 2.18488 0 1.93847 0 3.7061 3.5872 0 0 0 0 0 0 0 0
